#lRMS=0.0001856670424 iRMS=2.672614937e-05 0
#    lk   ukf_o9v   uks_o9v        fh       fse        fd         fl
#
 4895.0  1.682654  0.000000  1.682654  0.000000  0.000000  0.000000
 4900.0  1.683663  0.000000  1.683663  0.000000  0.000000  0.000000
 4905.0  1.676329  0.000000  1.676329  0.000000  0.000000  0.000000
 4910.0  1.682287  0.000000  1.682287  0.000000  0.000000  0.000000
 4915.0  1.667402  0.000000  1.667402  0.000000  0.000000  0.000000
 4920.0  1.606461  0.000000  1.606461  0.000000  0.000000  0.000000
 4925.0  1.616511  0.000000  1.616511  0.000000  0.000000  0.000000
 4930.0  1.662570  0.000000  1.662570  0.000000  0.000000  0.000000
 4935.0  1.658383  0.000000  1.658383  0.000000  0.000000  0.000000
 4940.0  1.653233  0.000000  1.653233  0.000000  0.000000  0.000000
 4945.0  1.665190  0.000000  1.665190  0.000000  0.000000  0.000000
 4950.0  1.651980  0.000000  1.651980  0.000000  0.000000  0.000000
 4955.0  1.630723  0.000000  1.630723  0.000000  0.000000  0.000000
 4960.0  1.628090  0.000000  1.628090  0.000000  0.000000  0.000000
 4965.0  1.617963  0.000000  1.617963  0.000000  0.000000  0.000000
 4970.0  1.604657  0.000000  1.604657  0.000000  0.000000  0.000000
 4975.0  1.590060  0.000000  1.590060  0.000000  0.000000  0.000000
 4980.0  1.592771  0.000000  1.592771  0.000000  0.000000  0.000000
 4985.0  1.597021  0.000000  1.597021  0.000000  0.000000  0.000000
 4990.0  1.591578  0.000000  1.591578  0.000000  0.000000  0.000000
 4995.0  1.583814  0.000000  1.583814  0.000000  0.000000  0.000000
 5000.0  1.575940  0.000000  1.575940  0.000000  0.000000  0.000000
 5005.0  1.570900  0.000000  1.570900  0.000000  0.000000  0.000000
 5010.0  1.545692  0.000000  1.545692  0.000000  0.000000  0.000000
 5015.0  1.496338  0.000000  1.496338  0.000000  0.000000  0.000000
 5020.0  1.522195  0.000000  1.522195  0.000000  0.000000  0.000000
 5025.0  1.532452  0.000000  1.532452  0.000000  0.000000  0.000000
 5030.0  1.529720  0.000000  1.529720  0.000000  0.000000  0.000000
 5035.0  1.524303  0.000000  1.524303  0.000000  0.000000  0.000000
 5040.0  1.527572  0.000000  1.527572  0.000000  0.000000  0.000000
 5045.0  1.516087  0.000000  1.516087  0.000000  0.000000  0.000000
 5050.0  1.505078  0.000000  1.505078  0.000000  0.000000  0.000000
 5055.0  1.497329  0.000000  1.497329  0.000000  0.000000  0.000000
 5060.0  1.477790  0.000000  1.477790  0.000000  0.000000  0.000000
 5065.0  1.476387  0.000000  1.476387  0.000000  0.000000  0.000000
 5070.0  1.473745  0.000000  1.473745  0.000000  0.000000  0.000000
 5075.0  1.464806  0.000000  1.464806  0.000000  0.000000  0.000000
 5080.0  1.472051  0.000000  1.472051  0.000000  0.000000  0.000000
 5085.0  1.483326  0.000000  1.483326  0.000000  0.000000  0.000000
 5090.0  1.474119  0.000000  1.474119  0.000000  0.000000  0.000000
 5095.0  1.457052  0.000000  1.457052  0.000000  0.000000  0.000000
 5100.0  1.457422  0.000000  1.457422  0.000000  0.000000  0.000000
 5105.0  1.439444  0.000000  1.439444  0.000000  0.000000  0.000000
 5110.0  1.430522  0.000000  1.430522  0.000000  0.000000  0.000000
 5115.0  1.432641  0.000000  1.432641  0.000000  0.000000  0.000000
 5120.0  1.422682  0.000000  1.422682  0.000000  0.000000  0.000000
 5125.0  1.417745  0.000000  1.417745  0.000000  0.000000  0.000000
 5130.0  1.413179  0.000000  1.413179  0.000000  0.000000  0.000000
 5135.0  1.411272  0.000000  1.411272  0.000000  0.000000  0.000000
 5140.0  1.408279  0.000000  1.408279  0.000000  0.000000  0.000000
 5145.0  1.410716  0.000000  1.410716  0.000000  0.000000  0.000000
 5150.0  1.402344  0.000000  1.402344  0.000000  0.000000  0.000000
 5155.0  1.385631  0.000000  1.385631  0.000000  0.000000  0.000000
 5160.0  1.381225  0.000000  1.381225  0.000000  0.000000  0.000000
 5165.0  1.371202  0.000000  1.371202  0.000000  0.000000  0.000000
 5170.0  1.361934  0.000000  1.361934  0.000000  0.000000  0.000000
 5175.0  1.365792  0.000000  1.365792  0.000000  0.000000  0.000000
 5180.0  1.363581  0.000000  1.363581  0.000000  0.000000  0.000000
 5185.0  1.358028  0.000000  1.358028  0.000000  0.000000  0.000000
 5190.0  1.352919  0.000000  1.352919  0.000000  0.000000  0.000000
 5195.0  1.351179  0.000000  1.351179  0.000000  0.000000  0.000000
 5200.0  1.343198  0.000000  1.343198  0.000000  0.000000  0.000000
 5205.0  1.336009  0.000000  1.336009  0.000000  0.000000  0.000000
 5210.0  1.332262  0.000000  1.332262  0.000000  0.000000  0.000000
 5215.0  1.330103  0.000000  1.330103  0.000000  0.000000  0.000000
 5220.0  1.315433  0.000000  1.315433  0.000000  0.000000  0.000000
 5225.0  1.311782  0.000000  1.311782  0.000000  0.000000  0.000000
 5230.0  1.312792  0.000000  1.312792  0.000000  0.000000  0.000000
 5235.0  1.297938  0.000000  1.297938  0.000000  0.000000  0.000000
 5240.0  1.282187  0.000000  1.282187  0.000000  0.000000  0.000000
 5245.0  1.277460  0.000000  1.277460  0.000000  0.000000  0.000000
 5250.0  1.281575  0.000000  1.281575  0.000000  0.000000  0.000000
 5255.0  1.278141  0.000000  1.278141  0.000000  0.000000  0.000000
 5260.0  1.272724  0.000000  1.272724  0.000000  0.000000  0.000000
 5265.0  1.266587  0.000000  1.266587  0.000000  0.000000  0.000000
 5270.0  1.263827  0.000000  1.263827  0.000000  0.000000  0.000000
 5275.0  1.259104  0.000000  1.259104  0.000000  0.000000  0.000000
 5280.0  1.243382  0.000000  1.243382  0.000000  0.000000  0.000000
 5285.0  1.236923  0.000000  1.236923  0.000000  0.000000  0.000000
 5290.0  1.232834  0.000000  1.232834  0.000000  0.000000  0.000000
 5295.0  1.229504  0.000000  1.229504  0.000000  0.000000  0.000000
 5300.0  1.232964  0.000000  1.232964  0.000000  0.000000  0.000000
 5305.0  1.227909  0.000000  1.227909  0.000000  0.000000  0.000000
 5310.0  1.222402  0.000000  1.222402  0.000000  0.000000  0.000000
 5315.0  1.210829  0.000000  1.210829  0.000000  0.000000  0.000000
 5320.0  1.202054  0.000000  1.202054  0.000000  0.000000  0.000000
 5325.0  1.208756  0.000000  1.208756  0.000000  0.000000  0.000000
 5330.0  1.206161  0.000000  1.206161  0.000000  0.000000  0.000000
 5335.0  1.192307  0.000000  1.192307  0.000000  0.000000  0.000000
 5340.0  1.184444  0.000000  1.184444  0.000000  0.000000  0.000000
 5345.0  1.183108  0.000000  1.183108  0.000000  0.000000  0.000000
 5350.0  1.185528  0.000000  1.185528  0.000000  0.000000  0.000000
 5355.0  1.181420  0.000000  1.181420  0.000000  0.000000  0.000000
 5360.0  1.165991  0.000000  1.165991  0.000000  0.000000  0.000000
 5365.0  1.158150  0.000000  1.158150  0.000000  0.000000  0.000000
 5370.0  1.159809  0.000000  1.159809  0.000000  0.000000  0.000000
 5375.0  1.157428  0.000000  1.157428  0.000000  0.000000  0.000000
 5380.0  1.155017  0.000000  1.155017  0.000000  0.000000  0.000000
 5385.0  1.142223  0.000000  1.142223  0.000000  0.000000  0.000000
 5390.0  1.139654  0.000000  1.139654  0.000000  0.000000  0.000000
 5395.0  1.140437  0.000000  1.140437  0.000000  0.000000  0.000000
 5400.0  1.131816  0.000000  1.131816  0.000000  0.000000  0.000000
 5405.0  1.103611  0.000000  1.103611  0.000000  0.000000  0.000000
 5410.0  1.054195  0.000000  1.054195  0.000000  0.000000  0.000000
 5415.0  1.072244  0.000000  1.072244  0.000000  0.000000  0.000000
 5420.0  1.108262  0.000000  1.108262  0.000000  0.000000  0.000000
 5425.0  1.115253  0.000000  1.115253  0.000000  0.000000  0.000000
 5430.0  1.117436  0.000000  1.117436  0.000000  0.000000  0.000000
 5435.0  1.111705  0.000000  1.111705  0.000000  0.000000  0.000000
 5440.0  1.103192  0.000000  1.103192  0.000000  0.000000  0.000000
 5445.0  1.092103  0.000000  1.092103  0.000000  0.000000  0.000000
 5450.0  1.083400  0.000000  1.083400  0.000000  0.000000  0.000000
 5455.0  1.078562  0.000000  1.078562  0.000000  0.000000  0.000000
 5460.0  1.072725  0.000000  1.072725  0.000000  0.000000  0.000000
 5465.0  1.072022  0.000000  1.072022  0.000000  0.000000  0.000000
 5470.0  1.076849  0.000000  1.076849  0.000000  0.000000  0.000000
 5475.0  1.069530  0.000000  1.069530  0.000000  0.000000  0.000000
 5480.0  1.055406  0.000000  1.055406  0.000000  0.000000  0.000000
 5485.0  1.049201  0.000000  1.049201  0.000000  0.000000  0.000000
 5490.0  1.049281  0.000000  1.049281  0.000000  0.000000  0.000000
 5495.0  1.054172  0.000000  1.054172  0.000000  0.000000  0.000000
 5500.0  1.055655  0.000000  1.055655  0.000000  0.000000  0.000000
 5505.0  1.045919  0.000000  1.045919  0.000000  0.000000  0.000000
 5510.0  1.039036  0.000000  1.039036  0.000000  0.000000  0.000000
 5515.0  1.040257  0.000000  1.040257  0.000000  0.000000  0.000000
 5520.0  1.031872  0.000000  1.031872  0.000000  0.000000  0.000000
 5525.0  1.021680  0.000000  1.021680  0.000000  0.000000  0.000000
 5530.0  1.011314  0.000000  1.011314  0.000000  0.000000  0.000000
 5535.0  1.003216  0.000000  1.003216  0.000000  0.000000  0.000000
 5540.0  0.998245  0.000000  0.998245  0.000000  0.000000  0.000000
 5545.0  1.000596  0.000000  1.000596  0.000000  0.000000  0.000000
 5550.0  1.004819  0.000000  1.004819  0.000000  0.000000  0.000000
 5555.0  0.998975  0.000000  0.998975  0.000000  0.000000  0.000000
 5560.0  1.002320  0.000000  1.002320  0.000000  0.000000  0.000000
 5565.0  0.999565  0.000000  0.999565  0.000000  0.000000  0.000000
 5570.0  0.993181  0.000000  0.993181  0.000000  0.000000  0.000000
 5575.0  0.988456  0.000000  0.988456  0.000000  0.000000  0.000000
 5580.0  0.982937  0.000000  0.982937  0.000000  0.000000  0.000000
 5585.0  0.981464  0.000000  0.981464  0.000000  0.000000  0.000000
 5590.0  0.966224  0.000000  0.966224  0.000000  0.000000  0.000000
 5595.0  0.957050  0.000000  0.957050  0.000000  0.000000  0.000000
 5600.0  0.968625  0.000000  0.968625  0.000000  0.000000  0.000000
 5605.0  0.970218  0.000000  0.970218  0.000000  0.000000  0.000000
 5610.0  0.968613  0.000000  0.968613  0.000000  0.000000  0.000000
 5615.0  0.958487  0.000000  0.958487  0.000000  0.000000  0.000000
 5620.0  0.949852  0.000000  0.949852  0.000000  0.000000  0.000000
 5625.0  0.944739  0.000000  0.944739  0.000000  0.000000  0.000000
 5630.0  0.939733  0.000000  0.939733  0.000000  0.000000  0.000000
 5635.0  0.941763  0.000000  0.941763  0.000000  0.000000  0.000000
 5640.0  0.942248  0.000000  0.942248  0.000000  0.000000  0.000000
 5645.0  0.935902  0.000000  0.935902  0.000000  0.000000  0.000000
 5650.0  0.928721  0.000000  0.928721  0.000000  0.000000  0.000000
 5655.0  0.923778  0.000000  0.923778  0.000000  0.000000  0.000000
 5660.0  0.918533  0.000000  0.918533  0.000000  0.000000  0.000000
 5665.0  0.913051  0.000000  0.913051  0.000000  0.000000  0.000000
 5670.0  0.910034  0.000000  0.910034  0.000000  0.000000  0.000000
 5675.0  0.910592  0.000000  0.910592  0.000000  0.000000  0.000000
 5680.0  0.906362  0.000000  0.906362  0.000000  0.000000  0.000000
 5685.0  0.906944  0.000000  0.906944  0.000000  0.000000  0.000000
 5690.0  0.903591  0.000000  0.903591  0.000000  0.000000  0.000000
 5695.0  0.903819  0.000000  0.903819  0.000000  0.000000  0.000000
 5700.0  0.890318  0.000000  0.890318  0.000000  0.000000  0.000000
 5705.0  0.878146  0.000000  0.878146  0.000000  0.000000  0.000000
 5710.0  0.885744  0.000000  0.885744  0.000000  0.000000  0.000000
 5715.0  0.888298  0.000000  0.888298  0.000000  0.000000  0.000000
 5720.0  0.881296  0.000000  0.881296  0.000000  0.000000  0.000000
 5725.0  0.875717  0.000000  0.875717  0.000000  0.000000  0.000000
 5730.0  0.874756  0.000000  0.874756  0.000000  0.000000  0.000000
 5735.0  0.872643  0.000000  0.872643  0.000000  0.000000  0.000000
 5740.0  0.867897  0.000000  0.867897  0.000000  0.000000  0.000000
 5745.0  0.859146  0.000000  0.859146  0.000000  0.000000  0.000000
 5750.0  0.857984  0.000000  0.857984  0.000000  0.000000  0.000000
 5755.0  0.856079  0.000000  0.856079  0.000000  0.000000  0.000000
 5760.0  0.857593  0.000000  0.857593  0.000000  0.000000  0.000000
 5765.0  0.855564  0.000000  0.855564  0.000000  0.000000  0.000000
 5770.0  0.841898  0.000000  0.841898  0.000000  0.000000  0.000000
 5775.0  0.823873  0.000000  0.823873  0.000000  0.000000  0.000000
 5780.0  0.790913  0.000000  0.790913  0.000000  0.000000  0.000000
 5785.0  0.805957  0.000000  0.805957  0.000000  0.000000  0.000000
 5790.0  0.816161  0.000000  0.816161  0.000000  0.000000  0.000000
 5795.0  0.809843  0.000000  0.809843  0.000000  0.000000  0.000000
 5800.0  0.798672  0.000000  0.798672  0.000000  0.000000  0.000000
 5805.0  0.801118  0.000000  0.801118  0.000000  0.000000  0.000000
 5810.0  0.803660  0.000000  0.803660  0.000000  0.000000  0.000000
 5815.0  0.806906  0.000000  0.806906  0.000000  0.000000  0.000000
 5820.0  0.820881  0.000000  0.820881  0.000000  0.000000  0.000000
 5825.0  0.821514  0.000000  0.821514  0.000000  0.000000  0.000000
 5830.0  0.817870  0.000000  0.817870  0.000000  0.000000  0.000000
 5835.0  0.808640  0.000000  0.808640  0.000000  0.000000  0.000000
 5840.0  0.803573  0.000000  0.803573  0.000000  0.000000  0.000000
 5845.0  0.803883  0.000000  0.803883  0.000000  0.000000  0.000000
 5850.0  0.805761  0.000000  0.805761  0.000000  0.000000  0.000000
 5855.0  0.804031  0.000000  0.804031  0.000000  0.000000  0.000000
 5860.0  0.813307  0.000000  0.813307  0.000000  0.000000  0.000000
 5865.0  0.806478  0.000000  0.806478  0.000000  0.000000  0.000000
 5870.0  0.776745  0.000000  0.776745  0.000000  0.000000  0.000000
 5875.0  0.730833  0.000000  0.730833  0.000000  0.000000  0.000000
 5880.0  0.768269  0.000000  0.768269  0.000000  0.000000  0.000000
 5885.0  0.760927  0.000000  0.760927  0.000000  0.000000  0.000000
 5890.0  0.698470  0.000000  0.698470  0.000000  0.000000  0.000000
 5895.0  0.702944  0.000000  0.702944  0.000000  0.000000  0.000000
 5900.0  0.747450  0.000000  0.747450  0.000000  0.000000  0.000000
 5905.0  0.784313  0.004931  0.784313  0.000000  0.000000  0.000000
 5910.0  0.779193  0.002833  0.779193  0.000000  0.000000  0.000000
 5915.0  0.775716  0.000399  0.775716  0.000000  0.000000  0.000000
 5920.0  0.773962  0.001016  0.773962  0.000000  0.000000  0.000000
 5925.0  0.774147  0.000797  0.774147  0.000000  0.000000  0.000000
 5930.0  0.771140  0.000977  0.771140  0.000000  0.000000  0.000000
 5935.0  0.763542  0.000399  0.763542  0.000000  0.000000  0.000000
 5940.0  0.757722  0.000846  0.757722  0.000000  0.000000  0.000000
 5945.0  0.755697  0.002537  0.755697  0.000000  0.000000  0.000000
 5950.0  0.750215  0.007627  0.750215  0.000000  0.000000  0.000000
 5955.0  0.745311  0.005853  0.745311  0.000000  0.000000  0.000000
 5960.0  0.748624  0.003498  0.748624  0.000000  0.000000  0.000000
 5965.0  0.748975  0.000282  0.748975  0.000000  0.000000  0.000000
 5970.0  0.745763  0.002238  0.745763  0.000000  0.000000  0.000000
 5975.0  0.741252  0.003621  0.741252  0.000000  0.000000  0.000000
 5980.0  0.737736  0.003566  0.737736  0.000000  0.000000  0.000000
 5985.0  0.735359  0.003577  0.735359  0.000000  0.000000  0.000000
 5990.0  0.731981  0.004987  0.731981  0.000000  0.000000  0.000000
 5995.0  0.731336  0.006665  0.731336  0.000000  0.000000  0.000000
 6000.0  0.725824  0.006719  0.725824  0.000000  0.000000  0.000000
 6005.0  0.722125  0.007792  0.722125  0.000000  0.000000  0.000000
 6010.0  0.719495  0.011695  0.719495  0.000000  0.000000  0.000000
 6015.0  0.716964  0.011399  0.716964  0.000000  0.000000  0.000000
 6020.0  0.716537  0.008883  0.716537  0.000000  0.000000  0.000000
 6025.0  0.717149  0.013839  0.717149  0.000000  0.000000  0.000000
 6030.0  0.714191  0.014138  0.714191  0.000000  0.000000  0.000000
 6035.0  0.709725  0.014523  0.709725  0.000000  0.000000  0.000000
 6040.0  0.705138  0.011637  0.705138  0.000000  0.000000  0.000000
 6045.0  0.706542  0.013396  0.706542  0.000000  0.000000  0.000000
 6050.0  0.705847  0.012078  0.705847  0.000000  0.000000  0.000000
 6055.0  0.703966  0.006527  0.703966  0.000000  0.000000  0.000000
 6060.0  0.704090  0.005378  0.704090  0.000000  0.000000  0.000000
 6065.0  0.701020  0.006323  0.701020  0.000000  0.000000  0.000000
 6070.0  0.697391  0.004826  0.697391  0.000000  0.000000  0.000000
 6075.0  0.697092  0.003400  0.697092  0.000000  0.000000  0.000000
 6080.0  0.694597  0.006948  0.694597  0.000000  0.000000  0.000000
 6085.0  0.692310  0.006920  0.692310  0.000000  0.000000  0.000000
 6090.0  0.692513  0.004895  0.692513  0.000000  0.000000  0.000000
 6095.0  0.688274  0.007095  0.688274  0.000000  0.000000  0.000000
 6100.0  0.683275  0.010312  0.683275  0.000000  0.000000  0.000000
 6105.0  0.683862  0.009520  0.683862  0.000000  0.000000  0.000000
 6110.0  0.683404  0.001772  0.683404  0.000000  0.000000  0.000000
 6115.0  0.685086  0.010368  0.685086  0.000000  0.000000  0.000000
 6120.0  0.677410  0.006131  0.677410  0.000000  0.000000  0.000000
 6125.0  0.675155  0.003406  0.675155  0.000000  0.000000  0.000000
 6130.0  0.673271  0.007311  0.673271  0.000000  0.000000  0.000000
 6135.0  0.673294  0.006871  0.673294  0.000000  0.000000  0.000000
 6140.0  0.670911  0.004435  0.670911  0.000000  0.000000  0.000000
 6145.0  0.669259  0.005430  0.669259  0.000000  0.000000  0.000000
 6150.0  0.668983  0.006046  0.668983  0.000000  0.000000  0.000000
 6155.0  0.667005  0.004717  0.667005  0.000000  0.000000  0.000000
 6160.0  0.660839  0.007924  0.660839  0.000000  0.000000  0.000000
 6165.0  0.656119  0.012361  0.656119  0.000000  0.000000  0.000000
 6170.0  0.653019  0.011562  0.653019  0.000000  0.000000  0.000000
 6175.0  0.651802  0.010781  0.651802  0.000000  0.000000  0.000000
 6180.0  0.650735  0.013242  0.650735  0.000000  0.000000  0.000000
 6185.0  0.647560  0.011632  0.647560  0.000000  0.000000  0.000000
 6190.0  0.646502  0.012390  0.646502  0.000000  0.000000  0.000000
 6195.0  0.645943  0.010531  0.645943  0.000000  0.000000  0.000000
 6200.0  0.642185  0.011932  0.642185  0.000000  0.000000  0.000000
 6205.0  0.641690  0.009054  0.641690  0.000000  0.000000  0.000000
 6210.0  0.647265  0.001229  0.647265  0.000000  0.000000  0.000000
 6215.0  0.645164  0.000846  0.645164  0.000000  0.000000  0.000000
 6220.0  0.641645  0.005631  0.641645  0.000000  0.000000  0.000000
 6225.0  0.639545  0.004696  0.639545  0.000000  0.000000  0.000000
 6230.0  0.637263  0.006551  0.637263  0.000000  0.000000  0.000000
 6235.0  0.637013  0.006853  0.637013  0.000000  0.000000  0.000000
 6240.0  0.637123  0.003708  0.637123  0.000000  0.000000  0.000000
 6245.0  0.639786  0.001179  0.639786  0.000000  0.000000  0.000000
 6250.0  0.638538  0.001229  0.638538  0.000000  0.000000  0.000000
 6255.0  0.636039  0.001761  0.636039  0.000000  0.000000  0.000000
 6260.0  0.634863  0.006614  0.634863  0.000000  0.000000  0.000000
 6265.0  0.627846  0.005944  0.627846  0.000000  0.000000  0.000000
 6270.0  0.618575  0.009597  0.618575  0.000000  0.000000  0.000000
 6275.0  0.599606  0.010777  0.599606  0.000000  0.000000  0.000000
 6280.0  0.582565  0.022570  0.582565  0.000000  0.000000  0.000000
 6285.0  0.589735  0.026855  0.589735  0.000000  0.000000  0.000000
 6290.0  0.606703  0.007256  0.606703  0.000000  0.000000  0.000000
 6295.0  0.608195  0.002202  0.608195  0.000000  0.000000  0.000000
 6300.0  0.605265  0.006086  0.605265  0.000000  0.000000  0.000000
 6305.0  0.604396  0.011101  0.604396  0.000000  0.000000  0.000000
 6310.0  0.602261  0.011239  0.602261  0.000000  0.000000  0.000000
 6315.0  0.601223  0.010472  0.601223  0.000000  0.000000  0.000000
 6320.0  0.603305  0.007165  0.603305  0.000000  0.000000  0.000000
 6325.0  0.603794  0.002466  0.603794  0.000000  0.000000  0.000000
 6330.0  0.603713  0.006569  0.603713  0.000000  0.000000  0.000000
 6335.0  0.600707  0.006413  0.600707  0.000000  0.000000  0.000000
 6340.0  0.596934  0.008919  0.596934  0.000000  0.000000  0.000000
 6345.0  0.592750  0.008732  0.592750  0.000000  0.000000  0.000000
 6350.0  0.594970  0.006902  0.594970  0.000000  0.000000  0.000000
 6355.0  0.593178  0.003681  0.593178  0.000000  0.000000  0.000000
 6360.0  0.589604  0.006205  0.589604  0.000000  0.000000  0.000000
 6365.0  0.586551  0.006388  0.586551  0.000000  0.000000  0.000000
 6370.0  0.585945  0.006629  0.585945  0.000000  0.000000  0.000000
 6375.0  0.581032  0.010244  0.581032  0.000000  0.000000  0.000000
 6380.0  0.577572  0.011519  0.577572  0.000000  0.000000  0.000000
 6385.0  0.578709  0.007498  0.578709  0.000000  0.000000  0.000000
 6390.0  0.579047  0.005360  0.579047  0.000000  0.000000  0.000000
 6395.0  0.577496  0.005524  0.577496  0.000000  0.000000  0.000000
 6400.0  0.574153  0.006487  0.574153  0.000000  0.000000  0.000000
 6405.0  0.571437  0.005571  0.571437  0.000000  0.000000  0.000000
 6410.0  0.570616  0.006056  0.570616  0.000000  0.000000  0.000000
 6415.0  0.571765  0.005917  0.571765  0.000000  0.000000  0.000000
 6420.0  0.571806  0.002957  0.571806  0.000000  0.000000  0.000000
 6425.0  0.570180  0.002561  0.570180  0.000000  0.000000  0.000000
 6430.0  0.568521  0.004076  0.568521  0.000000  0.000000  0.000000
 6435.0  0.565435  0.005217  0.565435  0.000000  0.000000  0.000000
 6440.0  0.562871  0.005694  0.562871  0.000000  0.000000  0.000000
 6445.0  0.558700  0.007669  0.558700  0.000000  0.000000  0.000000
 6450.0  0.556580  0.008036  0.556580  0.000000  0.000000  0.000000
 6455.0  0.556803  0.006478  0.556803  0.000000  0.000000  0.000000
 6460.0  0.557245  0.007346  0.557245  0.000000  0.000000  0.000000
 6465.0  0.553707  0.004850  0.553707  0.000000  0.000000  0.000000
 6470.0  0.553627  0.002840  0.553627  0.000000  0.000000  0.000000
 6475.0  0.549706  0.002264  0.549706  0.000000  0.000000  0.000000
 6480.0  0.550707  0.000399  0.550707  0.000000  0.000000  0.000000
 6485.0  0.547187  0.000598  0.547187  0.000000  0.000000  0.000000
 6490.0  0.545655  0.001261  0.545655  0.000000  0.000000  0.000000
 6495.0  0.547265  0.001478  0.547265  0.000000  0.000000  0.000000
 6500.0  0.552553  0.001963  0.552553  0.000000  0.000000  0.000000
 6505.0  0.551908  0.000488  0.551908  0.000000  0.000000  0.000000
 6510.0  0.549479  0.001870  0.549479  0.000000  0.000000  0.000000
 6515.0  0.544903  0.003196  0.544903  0.000000  0.000000  0.000000
 6520.0  0.544772  0.002674  0.544772  0.000000  0.000000  0.000000
 6525.0  0.541674  0.002553  0.541674  0.000000  0.000000  0.000000
 6530.0  0.540200  0.003056  0.540200  0.000000  0.000000  0.000000
 6535.0  0.539130  0.000846  0.539130  0.000000  0.000000  0.000000
 6540.0  0.537618  0.002682  0.537618  0.000000  0.000000  0.000000
 6545.0  0.532934  0.005743  0.532934  0.000000  0.000000  0.000000
 6550.0  0.521770  0.005459  0.521770  0.000000  0.000000  0.000000
 6555.0  0.490327  0.005649  0.490327  0.000000  0.000000  0.000000
 6560.0  0.436110  0.006312  0.436110  0.000000  0.000000  0.000000
 6565.0  0.443542  0.004428  0.443542  0.000000  0.000000  0.000000
 6570.0  0.494271  0.003937  0.494271  0.000000  0.000000  0.000000
 6575.0  0.518602  0.003515  0.518602  0.000000  0.000000  0.000000
 6580.0  0.525727  0.003158  0.525727  0.000000  0.000000  0.000000
 6585.0  0.528427  0.000488  0.528427  0.000000  0.000000  0.000000
 6590.0  0.530187  0.001395  0.530187  0.000000  0.000000  0.000000
 6595.0  0.528427  0.000000  0.528427  0.000000  0.000000  0.000000
 6600.0  0.526748  0.000598  0.526748  0.000000  0.000000  0.000000
 6605.0  0.526542  0.000797  0.526542  0.000000  0.000000  0.000000
 6610.0  0.521413  0.005244  0.521413  0.000000  0.000000  0.000000
 6615.0  0.518700  0.008990  0.518700  0.000000  0.000000  0.000000
 6620.0  0.519706  0.003676  0.519706  0.000000  0.000000  0.000000
 6625.0  0.519829  0.001478  0.519829  0.000000  0.000000  0.000000
 6630.0  0.516714  0.001410  0.516714  0.000000  0.000000  0.000000
 6635.0  0.513070  0.000891  0.513070  0.000000  0.000000  0.000000
 6640.0  0.510028  0.001092  0.510028  0.000000  0.000000  0.000000
 6645.0  0.508489  0.002791  0.508489  0.000000  0.000000  0.000000
 6650.0  0.507205  0.002645  0.507205  0.000000  0.000000  0.000000
 6655.0  0.503246  0.005492  0.503246  0.000000  0.000000  0.000000
 6660.0  0.499518  0.006467  0.499518  0.000000  0.000000  0.000000
 6665.0  0.496806  0.004639  0.496806  0.000000  0.000000  0.000000
 6670.0  0.492215  0.004155  0.492215  0.000000  0.000000  0.000000
 6675.0  0.473122  0.001395  0.473122  0.000000  0.000000  0.000000
 6680.0  0.469318  0.003017  0.469318  0.000000  0.000000  0.000000
 6685.0  0.484168  0.008552  0.484168  0.000000  0.000000  0.000000
 6690.0  0.489698  0.005065  0.489698  0.000000  0.000000  0.000000
 6695.0  0.491568  0.004212  0.491568  0.000000  0.000000  0.000000
 6700.0  0.488504  0.004893  0.488504  0.000000  0.000000  0.000000
 6705.0  0.489797  0.001619  0.489797  0.000000  0.000000  0.000000
 6710.0  0.488128  0.003136  0.488128  0.000000  0.000000  0.000000
 6715.0  0.487853  0.003036  0.487853  0.000000  0.000000  0.000000
 6720.0  0.489084  0.000282  0.489084  0.000000  0.000000  0.000000
 6725.0  0.488453  0.001092  0.488453  0.000000  0.000000  0.000000
 6730.0  0.484324  0.000141  0.484324  0.000000  0.000000  0.000000
 6735.0  0.479374  0.004491  0.479374  0.000000  0.000000  0.000000
 6740.0  0.477744  0.004546  0.477744  0.000000  0.000000  0.000000
 6745.0  0.479497  0.001613  0.479497  0.000000  0.000000  0.000000
 6750.0  0.476523  0.002086  0.476523  0.000000  0.000000  0.000000
 6755.0  0.475423  0.000000  0.475423  0.000000  0.000000  0.000000
 6760.0  0.475500  0.001451  0.475500  0.000000  0.000000  0.000000
 6765.0  0.473880  0.002156  0.473880  0.000000  0.000000  0.000000
 6770.0  0.469518  0.003220  0.469518  0.000000  0.000000  0.000000
 6775.0  0.467821  0.003091  0.467821  0.000000  0.000000  0.000000
 6780.0  0.468487  0.002052  0.468487  0.000000  0.000000  0.000000
 6785.0  0.466161  0.000946  0.466161  0.000000  0.000000  0.000000
 6790.0  0.465169  0.001703  0.465169  0.000000  0.000000  0.000000
 6795.0  0.463914  0.003095  0.463914  0.000000  0.000000  0.000000
 6800.0  0.462208  0.000199  0.462208  0.000000  0.000000  0.000000
 6805.0  0.465468  0.001119  0.465468  0.000000  0.000000  0.000000
 6810.0  0.462614  0.001337  0.462614  0.000000  0.000000  0.000000
 6815.0  0.461581  0.000446  0.461581  0.000000  0.000000  0.000000
 6820.0  0.458949  0.000564  0.458949  0.000000  0.000000  0.000000
 6825.0  0.456775  0.000846  0.456775  0.000000  0.000000  0.000000
