#lRMS=0.003538307967 iRMS=0.0001371480321 0
#    lk   ukf_g8v   uks_g8v        fh       fse        fl         fd
#
 4310.0  0.610273  0.034019  0.610273  0.000000  0.000000  0.000000
 4315.0  0.783177  0.020090  0.783177  0.000000  0.000000  0.000000
 4320.0  0.879513  0.041065  0.879513  0.000000  0.000000  0.000000
 4325.0  0.844020  0.070678  0.844020  0.000000  0.000000  0.000000
 4330.0  0.876566  0.019664  0.876566  0.000000  0.000000  0.000000
 4335.0  0.873914  0.026501  0.873914  0.000000  0.000000  0.000000
 4340.0  0.838734  0.030659  0.838734  0.000000  0.000000  0.000000
 4345.0  0.879021  0.025426  0.879021  0.000000  0.000000  0.000000
 4350.0  0.892998  0.025216  0.892998  0.000000  0.000000  0.000000
 4355.0  0.901702  0.024402  0.901702  0.000000  0.000000  0.000000
 4360.0  0.930726  0.025505  0.930726  0.000000  0.000000  0.000000
 4365.0  0.940966  0.040748  0.940966  0.000000  0.000000  0.000000
 4370.0  0.900580  0.025005  0.900580  0.000000  0.000000  0.000000
 4375.0  0.852401  0.027380  0.852401  0.000000  0.000000  0.000000
 4380.0  0.798701  0.020879  0.798701  0.000000  0.000000  0.000000
 4385.0  0.766327  0.032825  0.766327  0.000000  0.000000  0.000000
 4390.0  0.821160  0.005810  0.821160  0.000000  0.000000  0.000000
 4395.0  0.867072  0.017302  0.867072  0.000000  0.000000  0.000000
 4400.0  0.866386  0.011088  0.866386  0.000000  0.000000  0.000000
 4405.0  0.838952  0.043347  0.838952  0.000000  0.000000  0.000000
 4410.0  0.883357  0.012437  0.883357  0.000000  0.000000  0.000000
 4415.0  0.912602  0.010508  0.912602  0.000000  0.000000  0.000000
 4420.0  0.935203  0.007783  0.935203  0.000000  0.000000  0.000000
 4425.0  0.940254  0.011882  0.940254  0.000000  0.000000  0.000000
 4430.0  0.935525  0.015530  0.935525  0.000000  0.000000  0.000000
 4435.0  0.929353  0.017855  0.929353  0.000000  0.000000  0.000000
 4440.0  0.948176  0.011613  0.948176  0.000000  0.000000  0.000000
 4445.0  0.959962  0.009526  0.959962  0.000000  0.000000  0.000000
 4450.0  0.957914  0.004058  0.957914  0.000000  0.000000  0.000000
 4455.0  0.905884  0.020413  0.905884  0.000000  0.000000  0.000000
 4460.0  0.889158  0.026279  0.889158  0.000000  0.000000  0.000000
 4465.0  0.938753  0.013372  0.938753  0.000000  0.000000  0.000000
 4470.0  0.992645  0.011917  0.992645  0.000000  0.000000  0.000000
 4475.0  1.030548  0.008828  1.030548  0.000000  0.000000  0.000000
 4480.0  1.021064  0.007778  1.021064  0.000000  0.000000  0.000000
 4485.0  1.026047  0.003183  1.026047  0.000000  0.000000  0.000000
 4490.0  1.020063  0.019409  1.020063  0.000000  0.000000  0.000000
 4495.0  1.029159  0.023790  1.029159  0.000000  0.000000  0.000000
 4500.0  1.069412  0.009589  1.069412  0.000000  0.000000  0.000000
 4505.0  1.099238  0.019819  1.099238  0.000000  0.000000  0.000000
 4510.0  1.088488  0.009264  1.088488  0.000000  0.000000  0.000000
 4515.0  1.061886  0.002184  1.061886  0.000000  0.000000  0.000000
 4520.0  1.041233  0.018229  1.041233  0.000000  0.000000  0.000000
 4525.0  0.975086  0.001987  0.975086  0.000000  0.000000  0.000000
 4530.0  0.935227  0.018946  0.935227  0.000000  0.000000  0.000000
 4535.0  0.976804  0.015070  0.976804  0.000000  0.000000  0.000000
 4540.0  1.022544  0.015050  1.022544  0.000000  0.000000  0.000000
 4545.0  1.018604  0.022094  1.018604  0.000000  0.000000  0.000000
 4550.0  1.011062  0.023717  1.011062  0.000000  0.000000  0.000000
 4555.0  1.039515  0.016963  1.039515  0.000000  0.000000  0.000000
 4560.0  1.071145  0.010911  1.071145  0.000000  0.000000  0.000000
 4565.0  1.069519  0.013271  1.069519  0.000000  0.000000  0.000000
 4570.0  1.073984  0.010322  1.073984  0.000000  0.000000  0.000000
 4575.0  1.067179  0.013232  1.067179  0.000000  0.000000  0.000000
 4580.0  1.037619  0.005905  1.037619  0.000000  0.000000  0.000000
 4585.0  1.035237  0.010103  1.035237  0.000000  0.000000  0.000000
 4590.0  1.044612  0.004535  1.044612  0.000000  0.000000  0.000000
 4595.0  1.027898  0.009894  1.027898  0.000000  0.000000  0.000000
 4600.0  1.019259  0.011689  1.019259  0.000000  0.000000  0.000000
 4605.0  1.051470  0.010911  1.051470  0.000000  0.000000  0.000000
 4610.0  1.086151  0.026096  1.086151  0.000000  0.000000  0.000000
 4615.0  1.087880  0.027804  1.087880  0.000000  0.000000  0.000000
 4620.0  1.089560  0.026916  1.089560  0.000000  0.000000  0.000000
 4625.0  1.090490  0.034494  1.090490  0.000000  0.000000  0.000000
 4630.0  1.080658  0.029618  1.080658  0.000000  0.000000  0.000000
 4635.0  1.052443  0.009503  1.052443  0.000000  0.000000  0.000000
 4640.0  1.034340  0.006895  1.034340  0.000000  0.000000  0.000000
 4645.0  1.012166  0.007023  1.012166  0.000000  0.000000  0.000000
 4650.0  1.019883  0.020705  1.019883  0.000000  0.000000  0.000000
 4655.0  1.051739  0.024802  1.051739  0.000000  0.000000  0.000000
 4660.0  1.066683  0.027301  1.066683  0.000000  0.000000  0.000000
 4665.0  1.008539  0.017341  1.008539  0.000000  0.000000  0.000000
 4670.0  1.003843  0.015290  1.003843  0.000000  0.000000  0.000000
 4675.0  1.033174  0.026638  1.033174  0.000000  0.000000  0.000000
 4680.0  1.032163  0.017427  1.032163  0.000000  0.000000  0.000000
 4685.0  1.039673  0.019729  1.039673  0.000000  0.000000  0.000000
 4690.0  1.034325  0.015742  1.034325  0.000000  0.000000  0.000000
 4695.0  1.029043  0.023880  1.029043  0.000000  0.000000  0.000000
 4700.0  0.989600  0.015436  0.989600  0.000000  0.000000  0.000000
 4705.0  0.985767  0.020543  0.985767  0.000000  0.000000  0.000000
 4710.0  1.010681  0.011294  1.010681  0.000000  0.000000  0.000000
 4715.0  1.049568  0.014051  1.049568  0.000000  0.000000  0.000000
 4720.0  1.081318  0.022462  1.081318  0.000000  0.000000  0.000000
 4725.0  1.059268  0.018777  1.059268  0.000000  0.000000  0.000000
 4730.0  1.017393  0.011600  1.017393  0.000000  0.000000  0.000000
 4735.0  1.033391  0.015378  1.033391  0.000000  0.000000  0.000000
 4740.0  1.053890  0.014376  1.053890  0.000000  0.000000  0.000000
 4745.0  1.076263  0.020956  1.076263  0.000000  0.000000  0.000000
 4750.0  1.069674  0.018733  1.069674  0.000000  0.000000  0.000000
 4755.0  1.049193  0.013604  1.049193  0.000000  0.000000  0.000000
 4760.0  1.039789  0.016764  1.039789  0.000000  0.000000  0.000000
 4765.0  1.021271  0.008079  1.021271  0.000000  0.000000  0.000000
 4770.0  1.045661  0.018828  1.045661  0.000000  0.000000  0.000000
 4775.0  1.079246  0.033506  1.079246  0.000000  0.000000  0.000000
 4780.0  1.077063  0.024233  1.077063  0.000000  0.000000  0.000000
 4785.0  1.050373  0.014257  1.050373  0.000000  0.000000  0.000000
 4790.0  1.058429  0.014194  1.058429  0.000000  0.000000  0.000000
 4795.0  1.086912  0.021802  1.086912  0.000000  0.000000  0.000000
 4800.0  1.086064  0.014019  1.086064  0.000000  0.000000  0.000000
 4805.0  1.076772  0.011523  1.076772  0.000000  0.000000  0.000000
 4810.0  1.076963  0.011709  1.076963  0.000000  0.000000  0.000000
 4815.0  1.096473  0.020655  1.096473  0.000000  0.000000  0.000000
 4820.0  1.093994  0.018388  1.093994  0.000000  0.000000  0.000000
 4825.0  1.075641  0.017285  1.075641  0.000000  0.000000  0.000000
 4830.0  1.063732  0.012733  1.063732  0.000000  0.000000  0.000000
 4835.0  1.061904  0.020058  1.061904  0.000000  0.000000  0.000000
 4840.0  1.054897  0.021912  1.054897  0.000000  0.000000  0.000000
 4845.0  1.056578  0.023187  1.056578  0.000000  0.000000  0.000000
 4850.0  1.046535  0.028140  1.046535  0.000000  0.000000  0.000000
 4855.0  0.979980  0.016100  0.979980  0.000000  0.000000  0.000000
 4860.0  0.906595  0.023181  0.906595  0.000000  0.000000  0.000000
 4865.0  0.932409  0.013085  0.932409  0.000000  0.000000  0.000000
 4870.0  0.959797  0.006911  0.959797  0.000000  0.000000  0.000000
 4875.0  0.984817  0.011480  0.984817  0.000000  0.000000  0.000000
 4880.0  1.018199  0.008484  1.018199  0.000000  0.000000  0.000000
 4885.0  0.988482  0.010932  0.988482  0.000000  0.000000  0.000000
