#iRMS=0
#    lk ukf_m9iii  uks_m9iii
#
 3000.0  0.001524  0.000000
 3005.0  0.002279  0.000000
 3010.0  0.002859  0.000000
 3015.0  0.001984  0.000000
 3020.0  0.000191  0.000000
 3025.0  0.002053  0.000000
 3030.0  0.006515  0.000000
 3035.0  0.006327  0.000000
 3040.0  0.003740  0.000000
 3045.0  0.002419  0.000000
 3050.0  0.002714  0.000000
 3055.0  0.004213  0.000000
 3060.0  0.006202  0.000000
 3065.0  0.007895  0.000000
 3070.0  0.009782  0.000000
 3075.0  0.013095  0.000000
 3080.0  0.016120  0.000000
 3085.0  0.016086  0.000000
 3090.0  0.011159  0.000000
 3095.0  0.009894  0.000000
 3100.0  0.021769  0.000000
 3105.0  0.032342  0.000000
 3110.0  0.037712  0.000000
 3115.0  0.059492  0.000000
 3120.0  0.078051  0.000000
 3125.0  0.066781  0.000000
 3130.0  0.054201  0.000000
 3135.0  0.051723  0.000000
 3140.0  0.048412  0.000000
 3145.0  0.060021  0.000000
 3150.0  0.079872  0.000000
 3155.0  0.056498  0.000000
 3160.0  0.029852  0.000000
 3165.0  0.061748  0.000000
 3170.0  0.110694  0.000000
 3175.0  0.127791  0.000000
 3180.0  0.089722  0.000000
 3185.0  0.047074  0.000000
 3190.0  0.037361  0.000000
 3195.0  0.037484  0.000000
 3200.0  0.056046  0.000000
 3205.0  0.106271  0.000000
 3210.0  0.119950  0.000000
 3215.0  0.069168  0.000000
 3220.0  0.030042  0.000000
 3225.0  0.038601  0.000000
 3230.0  0.079865  0.000000
 3235.0  0.080846  0.000000
 3240.0  0.076888  0.000000
 3245.0  0.175485  0.000000
 3250.0  0.232787  0.000000
 3255.0  0.170574  0.000000
 3260.0  0.150485  0.000000
 3265.0  0.165073  0.000000
 3270.0  0.146324  0.000000
 3275.0  0.179823  0.000000
 3280.0  0.257809  0.000000
 3285.0  0.276848  0.000000
 3290.0  0.275358  0.000000
 3295.0  0.292329  0.000000
 3300.0  0.284866  0.000000
 3305.0  0.231767  0.000000
 3310.0  0.148896  0.000000
 3315.0  0.102417  0.000000
 3320.0  0.141622  0.000000
 3325.0  0.249273  0.000000
 3330.0  0.303325  0.000000
 3335.0  0.210022  0.000000
 3340.0  0.127736  0.000000
 3345.0  0.139419  0.000000
 3350.0  0.197351  0.000000
 3355.0  0.208693  0.000000
 3360.0  0.134792  0.000000
 3365.0  0.051948  0.000000
 3370.0  0.046881  0.000000
 3375.0  0.153202  0.000000
 3380.0  0.250943  0.000000
 3385.0  0.260994  0.000000
 3390.0  0.193597  0.000000
 3395.0  0.166289  0.000000
 3400.0  0.226462  0.000000
 3405.0  0.250047  0.000000
 3410.0  0.210359  0.000000
 3415.0  0.178284  0.000000
 3420.0  0.274714  0.000000
 3425.0  0.459330  0.000000
 3430.0  0.426345  0.000000
 3435.0  0.215718  0.000000
 3440.0  0.059906  0.000000
 3445.0  0.099699  0.000000
 3450.0  0.249776  0.000000
 3455.0  0.279574  0.000000
 3460.0  0.299065  0.000000
 3465.0  0.356097  0.000000
 3470.0  0.235152  0.000000
 3475.0  0.131234  0.000000
 3480.0  0.290934  0.000000
 3485.0  0.361982  0.000000
 3490.0  0.254766  0.000000
 3495.0  0.216342  0.000000
 3500.0  0.291199  0.000000
 3505.0  0.396875  0.000000
 3510.0  0.371469  0.000000
 3515.0  0.213243  0.000000
 3520.0  0.068749  0.000000
 3525.0  0.183126  0.000000
 3530.0  0.570950  0.000000
 3535.0  0.846860  0.000000
 3540.0  0.904506  0.000000
 3545.0  0.827332  0.000000
 3550.0  0.776238  0.000000
 3555.0  0.745910  0.000000
 3560.0  0.644449  0.000000
 3565.0  0.433032  0.000000
 3570.0  0.182159  0.000000
 3575.0  0.039528  0.000000
 3580.0  0.032809  0.000000
 3585.0  0.096477  0.000000
 3590.0  0.088554  0.000000
 3595.0  0.040350  0.000000
 3600.0  0.090532  0.000000
 3605.0  0.156229  0.000000
 3610.0  0.191170  0.000000
 3615.0  0.319817  0.000000
 3620.0  0.468507  0.000000
 3625.0  0.484280  0.000000
 3630.0  0.364127  0.000000
 3635.0  0.299928  0.000000
 3640.0  0.527551  0.000000
 3645.0  0.625190  0.000000
 3650.0  0.478257  0.000000
 3655.0  0.764852  0.000000
 3660.0  1.103150  0.000000
 3665.0  0.891817  0.000000
 3670.0  0.838792  0.000000
 3675.0  0.941316  0.000000
 3680.0  0.504131  0.000000
 3685.0  0.239903  0.000000
 3690.0  0.688788  0.000000
 3695.0  1.275308  0.000000
 3700.0  1.401211  0.000000
